Species	T6SS	Count
Bordetella_genomosp._13_strain_AU7206	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Shewanella_sp._FJAT-53532	TssD	1
Flammeovirgaceae_bacterium_311	TssB	1
Pseudoalteromonas_sp._3J6_strain_Pseudoalteromonas_sp._3J6_genome	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Alteromonas_sp._76-1	TssL	1
Vibrio_alginolyticus_FJV2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Nocardioides_mesophilus_strain_KACC_16243	TssL	1
Conexibacter_woesei_DSM_14684	TssL	1
Azospirillum_sp._TSH58	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Cytobacillus_oceanisediminis_N497-ZHONG	TssL	1
Pseudomonas_fluorescens_F113	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Salmonella_bongori_serovar_66:z41:-_str._SA19983605_strain_SA19983605	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL	9
Alteromonas_macleodii_str._'English_Channel_615'	TssA	1
Altererythrobacter_sp._BO-6	TssD,TssE,TssL	3
Paracoccus_sp._BM15	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Labrenzia_aggregata_strain_RMAR6-6	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Thermofilum_pendens_Hrk_5	TssB	1
Microvirga_sp._HR1	TssM	1
Vibrio_sp._THAF190c	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bartonella_henselae_88-64_Oklahoma	TssE	1
Ferroglobus_placidus_DSM_10642	TssB	1
Sphingobium_fuliginis_ATCC_27551	TssE,TssJ	2
Mycobacterium_tuberculosis_PanR0409	TssL	1
Acinetobacter_baumannii_TCDC-AB0715	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Mycoplasma_mycoides_subsp._mycoides_izsam_mm5713	TssB	1
Archangium_violaceum_strain_SDU34	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_luteola_strain_FDAARGOS_637_strain_Not_applicable	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Nostoc_sphaeroides_CCNUC1	TssE	1
Saccharopolyspora_sp._ASAGF58	TssC,TssL	2
Streptomyces_inhibens_NRRL30439	TssD,TssE	2
Arcobacter_skirrowii_strain_A2S6	TssC	1
Herbaspirillum_rubrisubalbicans_M1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pantoea_jilinensis_strain_D25	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudonocardia_dioxanivorans_CB1190	TssC	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20121970	TssA,TssD,TssE,TssG,TssM	5
Streptomyces_sp._Tue_6075	TssA,TssE	2
Pannonibacter_phragmitetus_BB	TssE	1
Providencia_sp._1709051003	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Vibrio_vulnificus_NBRC_15645_=_ATCC_27562	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_sp._HF10	TssE,TssM	2
Clostridium_aceticum_strain_DSM_1496	TssE	1
Mammaliicoccus_vitulinus_strain_Ani_LG-101	TssD	1
Burkholderia_sp._RPE64	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Jeotgalibacillus_sp._D5	TssK	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120229	TssA,TssD,TssE,TssG,TssM	5
Thalassococcus_sp._SH-1	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Bacillus_anthracis_str._SVA11	TssE	1
Rhodococcus_sp._MTM3W5.2_strain_MTM3W5.2	TssE	1
Cupriavidus_sp._USMAHM13	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Variovorax_sp._PDNC026	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Staphylococcus_aureus_subsp._aureus_USA300_FPR3757	TssE	1
Brucella_sp._2280	TssE	1
Deinococcus_deserti_VCD115	TssE	1
Marinomonas_sp._MWYL1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_O145:H28_str._RM13516	TssD,TssE,TssF,TssG,TssL	5
Kocuria_flava_strain_HO-9041	TssL	1
Citrobacter_sp._RHB21-C01	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Granulicella_sp._WH15	TssE	1
gamma_proteobacterium_HdN1	TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	8
Pseudomonas_kunmingensis_7850S	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mesorhizobium_loti_strain_582	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Eubacterium_limosum_KIST612	TssB	1
Phytohabitans_suffuscus_strain_NBRC_105367	TssE,TssF	2
Vibrio_tubiashii_ATCC_19109	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Neisseria_mucosa_strain_ATCC_19696	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Neisseria_dumasiana_LMG_30012	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Arthrobacter_chlorophenolicus_A6	TssK	1
Streptomyces_alboflavus_strain_MDJK44	TssE,TssL	2
Thalassolituus_oleivorans_R6-15	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Nostoc_sp._UHCC_0702	TssA,TssE	2
Pantoea_sp._SM3640	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Flavobacterium_sp._AJ004	TssB,TssC,TssE,TssF,TssK	5
Actinomadura_sp._WMMA1423	TssG	1
Paracoccus_contaminans_strain_RKI_16-01929T=LMG_29738T=CCM_8701T=CIP_111112T	TssE	1
Shewanella_algae_strain_150735	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Pedobacter_sp._SW-16	TssB,TssC,TssE,TssF,TssG,TssK	6
Leclercia_sp._J807	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Thermosynechococcus_vulcanus_NIES-2134	TssK	1
Paracoccus_kondratievae_strain_BJQ0001	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Maribius_sp._THAF1	TssB,TssE	2
Salmonella_enterica_subsp._enterica_serovar_Thompson_str._RM6836	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_sp._DHOD12	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Streptomyces_globisporus_strain_TFH56	TssE	1
Streptomyces_sp._CLI2509	TssE,TssG	2
Campylobacter_sp._CFSAN093224	TssB	1
Edwardsiella_tarda_FL6-60	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Variovorax_sp._PAMC26660	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Cobetia_amphilecti_N-80	TssB	1
Escherichia_coli_VR50	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Niabella_sp._I65	TssB,TssC,TssD,TssE,TssF,TssK	6
Streptococcus_pneumoniae_670-6B	TssE	1
Neisseria_musculi_strain_NW831	TssE,TssL	2
Corynebacterium_callunae_DSM_20147	TssE,TssL	2
Escherichia_coli_O182:H21_strain_D181	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bosea_sp._ANAM02	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Acinetobacter_sp._WY4	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Aquimarina_sp._BL5	TssC,TssE,TssF,TssK	4
Weissella_hellenica_MBEL1842	TssE	1
Microvirgula_aerodenitrificans_strain_BE2.4	TssA,TssE	2
Serratia_sp._3ACOL1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Sphingobacterium_mizutaii_strain_NCTC12149	TssC,TssE,TssG	3
Escherichia_coli_O15:H12_strain_2273-PO3	TssD,TssE,TssG,TssL	4
Georgenia_sp._Z443	TssL	1
Aeromonas_rivuli_20-VB00005	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Leifsonia_sp._197AMF	TssL	1
Pseudomonas_synxantha_BG33R	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bradyrhizobium_japonicum_SEMIA_5079	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Methylacidiphilum_infernorum_V4	TssE	1
Burkholderia_pseudomallei_MSHR5858	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Chitinophaga_pinensis_DSM_2588	TssB,TssC,TssE,TssF,TssG,TssK	6
Bacillus_mycoides_ATCC_6462	TssE	1
Nocardioides_sp._LMS-CY	TssE,TssF	2
Bacillus_horikoshii_strain_20a	TssB	1
Bacteroides_eggerthii_strain_CL11T00C20	TssC,TssE,TssF,TssG,TssK	5
Paracoccus_sp._2251	TssB,TssE	2
Escherichia_coli_B_strain_C2566	TssD,TssE,TssL	3
Salmonella_enterica_subsp._diarizonae_serovar_b,50:-:-_strain_XXB1403	TssD,TssE,TssF,TssL,TssM	5
Escherichia_coli_O157:H16_Santai	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Hafnia_sp._CBA7124	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bacillus_sp._DSL-17	TssM	1
Pantoea_vagans_C9-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bacillus_sp._Y-01	TssE	1
Pseudomonas_sp._IzPS23	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_O39:H21_strain_Res13-Lact-PEB08-01	TssB,TssD,TssE,TssF,TssL	5
Pirellula_sp._SH-Sr6A	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Salmonella_enterica_subsp._enterica_serovar_Poona_strain_NCTC4840	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Dyella_jiangningensis_strain_SBZ_3-12	TssG,TssL	2
Streptomyces_lividans_1326	TssE,TssL	2
Bacteroides_ovatus_V975	TssM	1
Yersinia_pestis_Pestoides_F	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Chitinophaga_sp._1303	TssB,TssC,TssE,TssF,TssG,TssK	6
Staphylococcus_epidermidis_RP62A	TssA	1
Staphylococcus_aureus_CA-347	TssE	1
Halovarius_luteus_IBRC-M_10912	TssE,TssJ	2
Herbaspirillum_frisingense_AU14559	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Beutenbergia_cavernae_DSM_12333	TssD	1
Candidatus_Saccharibacteria_bacterium_FS05P-B	TssL	1
Erythrobacter_sp._HL-111	TssE	1
Nonomuraea_sp._WYY166	TssL	1
Pseudomonas_extremorientalis_strain_BS2774	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Lactobacillus_reuteri_TD1	TssE,TssL	2
Escherichia_sp._TC-EC600-tetX4	TssD,TssE,TssL	3
Fervidobacterium_pennivorans_DSM_9078	TssJ	1
Escherichia_coli_O158:H23_strain_OLC-1685	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Brevilactibacter_sp._MC1595	TssB,TssE,TssL	3
Microbacterium_chocolatum_strain_SIT_101	TssL	1
Paenibacillus_sp._Y412MC10	TssA	1
Pseudomonas_sp._Eqa60	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salinisphaera_sp._LB1	TssB,TssE,TssG	3
Synechococcus_sp._ROS8604	TssG	1
Kluyvera_intermedia_strain_CAV1151	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Candidatus_Nitrosocosmicus_sp._G61	TssA	1
Petrimonas_sp._IBARAKI	TssL	1
Mycobacterium_tuberculosis_EAI5	TssL	1
Acinetobacter_guillouiae_PgBE136	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Clostridium_difficile_CF5	TssC	1
Rhodobacteraceae_bacterium_strain_ACE_PRO37	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Altererythrobacter_namhicola_strain_JCM_16345	TssE	1
Escherichia_coli_str._'clone_D_i14'	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_malaysiensis_strain_DSM_4137	TssE	1
Dickeya_zeae_EC1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Fluviicola_taffensis_DSM_16823	TssM	1
Sneathia_sp._Sn35	TssD	1
Micromonospora_zamorensis_strain_DSM_45600	TssE	1
Halomonas_sp._18071143	TssA,TssB,TssL	3
Acetobacter_pasteurianus_strain_Ab3	TssM	1
Myxococcus_macrosporus_DSM_14697	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_amygdali_pv._lachrymans_strain_8	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Pseudomonas_litoralis_strain_2SM5	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Prauserella_marina_strain_DSM_45268	TssL	1
Synechococcus_sp._CBW1006	TssL	1
Xanthomonas_citri_pv._citri_strain_B2	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA19970510	TssA,TssD,TssE,TssG,TssM	5
Xanthomonas_citri_pv._glycines_str._12-2_strain_12-2	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Spirosoma_aerolatum_strain_KACC_17939	TssB,TssC,TssE,TssF,TssG,TssK	6
Halorussus_sp._RC-68	TssL	1
Dinoroseobacter_shibae_DFL_12	TssE	1
Vibrio_parahaemolyticus_O1:Kuk_str._FDA_R31	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Nocardioides_sp._WS12	TssE,TssF,TssL	3
Bacillus_sp._PAMC28748	TssD,TssE	2
Pseudobacter_ginsenosidimutans_strain_Gsoil_221	TssL	1
Shigella_flexneri_7b_strain_94-3007	TssA,TssE,TssF,TssG,TssL	5
Psychrobacter_sp._DAB_AL43B_strain_DAB_AL43B	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._UK-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Citrobacter_sp._RHBSTW-00986	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Haloterrigena_jeotgali_strain_A29	TssE,TssF,TssM	3
Alicycliphilus_denitrificans_K601	TssE,TssL	2
Thalassotalea_sp._PS06	TssE,TssL	2
Yersinia_pestis_Pestoides_G	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Sandaracinus_amylolyticus_MSr10575	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_africanum_strain_25	TssL	1
Lentibacillus_amyloliquefaciens_strain_LAM0015	TssL	1
Campylobacter_jejuni_subsp._jejuni_NCTC_11168-mfK12E5	TssB	1
Burkholderia_cepacia_GG4	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhodococcus_sp._S2-17	TssE	1
Halomonas_sp._A40-4	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Polycladomyces_abyssicola_strain_JIR-001	TssK	1
Flavisolibacter_sp._17J28-1	TssE,TssL	2
Agrococcus_sp._Marseille-Q4369	TssL	1
Corynebacterium_aquilae_DSM_44791	TssG,TssL	2
Lelliottia_nimipressuralis_strain_SGAir0187	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_sp._RPE67	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_bongori_CFSAN000510	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL	9
Bradyrhizobium_guangxiense_strain_CCBAU_53363	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Sphingobacterium_sp._B29_strain_B29	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1880	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Sphingobacterium_daejeonense_strain_NCTC13534	TssE,TssG	2
Hydrogenophaga_sp._RAC07	TssE	1
Burkholderia_glumae_BGR1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Lactococcus_taiwanensis_strain_K_LL001	TssL	1
Pseudomonas_sp._THAF7b	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pantoea_stewartii_strain_ZJ-FGZX1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Klebsiella_variicola_subsp._tropica_CDC4241-71	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bradyrhizobium_sp._SG09	TssC,TssE	2
Staphylococcus_epidermidis_ATCC_12228	TssA	1
Citrobacter_sp._H12-3-2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Adlercreutzia_sp._8CFCBH1	TssL	1
Streptococcus_sp._HSISB1	TssC	1
Azoarcus_sp._M9-3-2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycoplasma_gallisepticum_NC08_2008.031-4-3P	TssE	1
Acinetobacter_sp._YH12138_strain_YH12138_T	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Mesorhizobium_sp._M3A.F.Ca.ET.080.04.2.1	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Escherichia_coli_str._Sanji	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Vibrio_gazogenes_strain_ATCC_43942	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Brevibacillus_sp._7WMA2	TssE	1
Aquibacillus_sp._TKL69	TssL	1
Citrobacter_sp._LUTT5	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Paenibacillus_sophorae_strain_DSM_23020	TssE	1
Sphingomonas_sp._LMO-1	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Arsenophonus_endosymbiont_of_Apis_mellifera_ArsBeeUS	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Antarctobacter_heliothermus_strain_SMS3	TssE	1
Pectobacterium_atrosepticum_strain_21a	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Anaerostipes_rhamnosivorans_strain_1y2	TssC	1
Bacteroides_sp._M10	TssM	1
Hymenobacter_sp._DG01	TssB,TssC,TssE,TssF	4
Aquaspirillum_sp._LM1_strain_LM1	TssE	1
Clostridium_sp._C5S11	TssB,TssE	2
Campylobacter_sp._CFSAN093227	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Xanthomonas_axonopodis_pv._glycines_CFBP_2526	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Pseudomonas_toyotomiensis_strain_SM2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Ralstonia_solanacearum	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Lactobacillus_brevis_KB290	TssE,TssL	2
Thermococcus_sp._ES1	TssL	1
Serratia_sp._Tan611	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Trichormus_variabilis_NIES-23	TssE	1
Deinococcus_sp._D7000	TssB,TssE	2
Eubacterium_sp._MSJ-33	TssL	1
Agromyces_sp._G127AT	TssL	1
Mycobacterium_tuberculosis_H37RvSiena	TssL	1
Lactobacillus_fermentum_CECT_5716	TssL	1
Methylocella_silvestris_BL2	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Francisella_tularensis_subsp._tularensis_SCHU_S4	TssB,TssK,TssL	3
Zymomonas_mobilis_ZM481	TssE	1
Gluconobacter_oxydans_DSM_3504	TssE	1
Kluyvera_ascorbata_strain_Colony413	TssD	1
uncultured_bacterium_strain_KY405	TssB,TssD,TssF,TssK,TssL	5
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120580	TssA,TssD,TssE,TssG,TssM	5
Citrobacter_sp._RHB21-C05	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudoalteromonas_shioyasakiensis_strain_A316	TssG	1
Paenibacillus_sp._LPB0068	TssE,TssL	2
Streptococcus_pneumoniae_SPN032672	TssE	1
Litoreibacter_sp._LN3S51	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Cupriavidus_gilardii_CR3	TssA,TssM	2
Micrococcus_sp._KD337-16	TssJ	1
Yersinia_pestis_Nepal516	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Enterobacter_sichuanensis_strain_Colony162	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Aeromonas_sp._FDAARGOS_1408_strain_Not_applicable	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Massilia_sp._B2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Vibrio_cholerae_IEC224	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Xanthomonas_citri_pv._punicae_119	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Vibrio_metoecus_strain_06-2478	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._HLS-6	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Acinetobacter_sp._TGL-Y2	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Sterolibacteriaceae_bacterium_M52	TssK	1
Citrobacter_sp._RHBSTW-00599	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Klebsiella_pneumoniae_subsp._pneumoniae_1084	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Acetobacter_aceti_strain_JCM20276	TssB	1
Yersinia_enterocolitica_subsp._palearctica_strain_NCTC13769	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_asplenii_strain_ATCC_23835	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycolicibacterium_frederiksbergense_strain_LB_501T	TssG,TssL	2
Filomicrobium_sp._strain_ih4	TssB	1
Tsukamurella_pulmonis_TP-B0596	TssL	1
Minicystis_rosea_strain_DSM_24000	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Ralstonia_solanacearum_PSI07	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bacteroides_caccae_BFG-100	TssM	1
Kocuria_sp._TGY1120_3	TssL	1
Rhodoferax_sp._Gr-4	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Caballeronia_grimmiae_Lep1A1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Vibrio_vulnificus_strain_06-2410	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_IAI39	TssD,TssE,TssL	3
Xanthomonas_translucens_pv._cerealis_strain_01	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudonocardia_sp._Gen01	TssE,TssK,TssL	3
Campylobacter_jejuni_subsp._jejuni_NCTC_11168-mcK12E5	TssB	1
Pandoraea_apista_TF81F4	TssL	1
Burkholderia_pseudomallei_MSHR2543	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Neisseria_wadsworthii_strain_DSM_22245	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_cyaneogriseus_subsp._noncyanogenus_strain_NMWT_1	TssE	1
Streptomyces_lavendulae_subsp._lavendulae_strain_Del-LP	TssE	1
Bacillus_sp._E25	TssE,TssG	2
Pseudomonas_sp._DR_5-09	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Shigella_sonnei_PartP-Ssonnei-RM8376	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pantoea_cypripedii_strain_NE1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_sp._Bp5365	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_violascens_strain_ATCC_27968	TssE,TssG,TssL	3
Paenibacillus_sp._H1-7	TssD,TssE	2
Dyella_sp._G9	TssL	1
Corynebacterium_diphtheriae_VA01	TssB	1
Lachnospiraceae_bacterium_CE91-St56	TssE	1
Aeromonas_hydrophila_NJ-35	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._DS1	TssA,TssB,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	9
Clostridium_sp._JN-9	TssB	1
Cyanothece_sp._PCC_7424	TssE,TssF	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120581	TssA,TssD,TssE,TssG,TssM	5
Halobacteriovorax_sp._BALOs_7	TssJ	1
Acidovorax_monticola_strain_KACC_19171	TssE,TssL	2
Clostridium_botulinum_A2_str._Kyoto	TssE	1
Massilia_sp._Dwa41.01b	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Ochrobactrum_sp._EEELCW01	TssE	1
Mycobacterium_simiae_strain_JCM_12377	TssL	1
Salicibibacter_sp._NKC21-4	TssE,TssJ,TssL	3
Serratia_plymuthica_RVH1	TssE	1
Nitrospira_sp._UBC1	TssE	1
Bradyrhizobium_arachidis_CB756	TssA,TssC,TssE	3
Xanthomonas_theicola_strain_CFBP_4691	TssL	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120970	TssA,TssD,TssE,TssG,TssM	5
Xanthomonas_citri_strain_M11	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
